IE_XML_ID;IE_NAME;IP_PROP310;IC_GROUP0;IC_GROUP1;IC_GROUP2
1q172;Антитела к Candida IgG ;350;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q173;Антитела к Candida IgА ;350;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q174;Антитела к Candida IgM ;450;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q175;Антитела к вирусу клещевого энцефалита IgG;450;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q176;Антитела к вирусу клещевого энцефалита IgМ;450;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q177;Антитела к боррелиям IgG;420;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q178;Антитела к боррелиям IgМ;420;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q179;Антитела к антигенам аскариды IgG ;400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q180;Антитела к антигенам лямблии сумарные ;400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q181;Антитела к вирусу простого герпеса 2-ого типа IgG (колич.);500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q182;Антитела к вирусу простого герпеса 2-ого типа IgМ (колич.);370;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q183;Определение авидности антител IgG к вирусу простого герпеса 1 и 2-го типов;450;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q184;Антитела к описторхисам (Opisthorchis felineus) , IgM;400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q185;Антитела к описторхисам (Opisthorchis felineus) , IgG;350;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q186;Антитела к токсокарам (Toxocara canis), IgG;280;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q187;Антитела к трихинеллам (Trichinella spiralis), IgG;230;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q188;Антитела к шистосомам (Schistosoma mansoni), IgG;500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q189;Антитела к угрицам кишечным (Strongyloides stercoralis),IgG;500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q190;Антитела к цистицеркам свиного цепня (Taenia solium),IgG;500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q191;Антитела к лямблиям (Lamblia intestinalis),IgM;250;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q192;Антитела к амебе дизентерийной (Entamoeba histolytica),IgG;470;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Серологические исследования;
1q193;Выявление ДНК вируса гепатита В (HBV) (кач.);550;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; ПЦР   диагностика;
1q194;Выявление вируса гепатита В (HBV) (колич.);900;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; ПЦР   диагностика;
1q195;Выявление  РНК вируса гепатита С (HCV) (кач.);550;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; ПЦР   диагностика;
1q196;Выявление  вируса гепатита С (HCV) (колич.);1400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; ПЦР   диагностика;
1q197;Выявление  ДНК цитомегаловируса;400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; ПЦР   диагностика;
1q198;Выявление  ДНК вируса простого герпеса 1, 2 (Herpes simplex virus 1, 2);400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; ПЦР   диагностика;
1q199;Выявление  ДНК цитомегаловируса (кач.);200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q200;Выявление  ДНК цитомегаловируса (колич.);290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q201;Выявление  ДНК вируса простого герпеса 1, 2 (Herpes simplex virus 1, 2) (кач.);200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q202;Выявление ДНК вируса простого герпеса I типа (Herpes simplex virus I) (кач.);200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q203;Выявление ДНК вируса простого герпеса I типа (Herpes simplex virus I) колич.;290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q204;Выявление ДНК вируса простого герпеса II типа (Herpes simplex virus II) ;200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q205;Выявление ДНК вируса простого герпеса II типа (Herpes simplex virus II) колич.;290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q206;Выявление ДНК вируса папилломы человека (HPV16) (кач.);200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q207;Выявление ДНК вируса папилломы человека (HPV18) (кач.);200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q208;Выявление ДНК вируса папилломы человека (HPV 6,11)(кач.);200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q209;Выявление ДНК вируса папилломы человека (HPV 6,11) колич.;400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q210;Выявление ДНК вируса папилломы человека (HPV 31,33) (кач.);250;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q211;Выявление ДНК вируса папилломы человека (HPV 31,33) колич.;430;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q212;Выявление ДНК вируса папилломы человека 16-68 типов без определения типа;1700;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q213;Выявление ДНК вируса папилломы человека (HPV 16,18,31,33,35,39,45,51,52,56,58,59) с определением типа;550;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q214;Выявление ДНК вируса папилломы человека (14 типов+КМВ) НРV 6/ НРМ 11/ НРV 16/ HPV 16,31,33,35,52,58/ HPV 18/ HPV 18,39,45,59/ HPV 51,56,58 ;1500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q215;Типирование HPV (21 nbg+КМВ) HPV6/HPV11/HPV16/HPV18/HPV31/HPV33/HPV35/HPV39/HPV45/HPV52/HPV58/HPV59/HPV26/HPV51/HPV53/HPV56/HPV66/HPV68/HPV73/HPV82/HPV44(55);1700;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q216;Выявление ДНК HPV (4 типа+КМВ) НРV 6/ НРМ 11/ НРV 16/ HPV 18;450;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q217;Выявление ДНК грибов рода кандиды с определением типа, кач.;200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q218;Типирование грибов, расширенный, кач.;1450;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";ПЦР диагностика соскоб;
1q219;Посев мочи на микрофлору с определением чувствительности к основному спектру антибиотиков, ;800;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q220;Посев мочи на микрофлору с определением чувствительности к расширенному спектру антибиотиков;850;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q221;Посев мочи на микрофлору с определением чувствительности к основному спектру антибиотиков и бактериофагам;850;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q222;Посев мочи на микрофлору с определением чувствительности к расширенному спектру антибиотиков и бактериофагам;900;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q223;Посев на Candida и чувствительность к антимикотическим препаратам;850;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q224;Мазок на сальмонеллез;480;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q225;Посев на уреаплазмы и микоплазмы, с определением чувствиетльности к антибиотикам;1400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q226;Посев на микрофлору отделяемого урогенитального тракта женщины с определением чувствительности к основному спектру антибиотиков;950;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q227;Посев на микрофлору отделяемого урогенитального тракта женщины с определением чувствительности к расширенному спектру антибиотиков;1000;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q228;Посев на микрофлору отделяемого урогенитального тракта женщины с определением чувствительности к основному спектру антибиотиков и бактериофагам;980;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q229;Посев на микрофлору отделяемого урогенитального тракта женщины с определением чувствительности к расширенному спектру антибиотиков и бактериофагам;1100;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q230;Посев на микрофлору отделяемого урогенитального тракта мужчины (мазок из уретры/эякулят/секрет простаты) с определением чувствительности к расширенному спектру антибиотиков;1000;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q231;Посев на микрофлору отделяемого урогенитального тракта мужчины (мазок из уретры/эякулят/секрет простаты) с определением чувствительности к основному спектру антибиотиков и бактериофагам;980;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q232;Посев на микрофлору отделяемого урогенитального тракта мужчины (мазок из уретры/эякулят/секрет простаты) с определением чувствительности к расширенному спектру антибиотиков и бактериофагам;1100;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";     Бактериологические исследования;
1q233;"Пренатальный   скрининг   трисомий   (1   триместр   беременности   11-13 нед.) по программе ПРИСКА
1.Ассоциированный с беременностью плазменный белок А(РАРР-А)                                                                                                             2.Свободная [3-субъединица хорионического гонадотропина (Р-ХГЧ) При направлении приложить Анкету с заключением гинеколога и данными УЗИ: КТР, ТВП(мм).
";1100;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q234;"Биохимический  скрининг (2   триместр   беременности   16-20 нед.)
1 .Альфа-фетопротеин(АФП)                                                                                                                     2.Хорионический гонадотропин(ХГЧ)                                                                                                      З.Эстриол свободный (ЕЗ), при направлении приложить анкету с заключением гинеколога и данными УЗИ (УЗИ на 20-24 неделе)
";1200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q235;"Пренатальный   скрининг   трисомий   (1   триместр   беременности   11-13 нед.) по программе АСТРАЙЯ
1.Ассоциированный с беременностью плазменный белок А(РАРР-А)                                                                             2.Свободная [3-субъединица хорионического гонадотропина (b-ХГЧ)                                                                           При направлении приложить Анкету с заключением гинеколога и данными УЗИ: КТР, ТВП(мм).
";1600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q236;Липидный статус: холестерин, холестерин ЛПНП, холестерин ЛПВП, холестерин ЛПОНП (включая опеределение триглицеридов), коэффициент атерогенности;600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q237;Липидный статус расширенный: холестерин, холестерин ЛПНП, холестерин ЛПВП, холестерин ЛПОНП (включая определение триглицеридов), коэффициент атерогенности Апо А1, Апо В, липопротеин;1750;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q238;Обследование щитовидной железы: ТТГ, Т4 свободный, Т3 свободный, антиТГ, анти-ТПО;1350;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q239;"Диагностическая панель перед проведением оперативного вмешательства: общий анализ крови, СОЭ, группа крови, резус фактор, АЛТ, АСТ, билирубин общий, глюкоза,креатинин, мочевина, общий белок, протромбиновое время+МНО, тромбиновое время, фибриноген, АЧТВ, АТ к ВИЧ 1,2 типов, антиген ""s""вируса гепатита В, АТ к вирусу гепатита С, сифилис ИФА";2600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q240;Онкологический женский скрининг: АФП, РЭА, СА 15-3, СА125, СА19-9, СА 72-4, антиген плоскоклеточной карциномы SCCA ;3500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q241;Онкологический мужской скрининг: общий b-хгч, АФП, РЭА, ПСА общий, СА19-9, СА 72-4;2520;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q242;Обследование печени базовое: АЛТ, АСТ, билирубин общий, билирубин прямой, щелочная фосфотаза, гаммаглутамилтрансфераза (ГГТ);700;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q243;Обследование печени расширенное: АЛТ, АСТ, билирубин общий, билирубин прямой, щелочная фосфотаза, гаммаглутамилтрансфераза (ГГТ), общий белок, белковая фракция, холестерин общий, холинэстераза, АФП, протромбин (время по КВИКУ, МНО);1650;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q244;"Фемофлор 8 (8 показателей+КМВ): 
Общая бактериальная масса/ Lactobacillus spp./ Gardnerella vaginalis + Prevotella bivia + Porphyromonas spp./Mucoplasma hominis/ Candida spp./ Mucoplasma  genitalium/Streptococus spp.                                                           
";1550;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q245;"Фемофлор 16 (16 показателей+КМВ)
Общая бактериальная масса/ Lactobacillus spp./ Enterobacterium spp./Streptococus spp./Staphylococcus spp./Gardnerella vaginalis + Prevotella bivia + Porphyromonas spp./ Eubacterium spp./ Sneathia spp.+Leptotrichia spp.+Fusobacterium spp./Megasphaera spp.+ Veilonella spp.Dialister spp./ Lachnobacterium spp.+Clostridium spp./Mobiluncus spp.+ Corinebacterium spp./Peptostreptococcus spp./Atopobium vaginae/ Mycoplasma  genitalium/Mycoplasma hominis/ Ureaplasma spp./Candida spp.      
";1950;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q246;Андрофлор скрин;1350;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q247;Андрофлор ;2250;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q248;"Скрининг ПЦР-12 (ДНК)
Общая бактериальная масса/ Gardnerella vaginalis/Mycoplasma hominis/Ureaplasma spp./Candida spp./Chlamidia trachomatis/Trichomonas vaginalis/ Neisseria gonorrhoeae/Mycoplasma  genitalium/Cytomegalovirus (CMV)/Herpes Simplex Virus Type 1(HSV-1)/Herpes Simplex Virus Type 2 (HSV-2)/ВПЧ16/ВПЧ18
";1400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q249;"Комплексный тест ФЛОРОЦЕНОЗ (14 показателей+NCMT )
Bacteria spp., Lactobacillus spp., Gardnerella vaginalis., Atopobium vaginae, Enterobacteriaceae, Streptococus spp., Staphylococcus spp., Ureaplasma parvum, Ureaplasma urealiticum, Mycoplasma hominis, Candida albicans, Candida glabrata, Candida krusei, Candida parapsilosis/tropicalis, Neisseria gonorrhoeae, Chlamidia trachomatis, Mycoplasma  genitalium, Trichomonas vaginalis
";1300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q250;"ФЛОРОЦЕНОЗ (14 показателей)
Bacteria spp., Lactobacillus spp., Gardnerella vaginalis., Atopobium vaginae, Enterobacteriaceae, Streptococus spp., Staphylococcus spp., Ureaplasma parvum, Ureaplasma urealiticum, Mycoplasma hominis, Candida albicans, Candida glabrata, Candida krusei, Candida parapsilosis/tropicalis, 
";1050;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q251;"ФЛОРОЦЕНОЗ-бактериальный вагиноз
Bacteria spp., Lactobacillus spp., Gardnerella vaginalis., Atopobium vaginae
";900;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Диагностические панели;
1q252;СA-125 (маркер яичников);500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; Маркеры опухолевого роста;
1q253;СA-15-3 (маркер молочной железы);500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; Маркеры опухолевого роста;
1q254;СA-19-9 (маркер ЖКТ, поджелудочной железы);500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; Маркеры опухолевого роста;
1q255;СA-72-4 (маркер желудка и яичников);750;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; Маркеры опухолевого роста;
1q256;ПСА общий (маркер предстательной железы);350;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; Маркеры опухолевого роста;
1q257;ПСА свободный (маркер предстательной железы)РЭА;350;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; Маркеры опухолевого роста;
1q258;РЭА- (раково-эмбриональный антиген);400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; Маркеры опухолевого роста;
1q259;НЕ-4 (маркер опухоли яичника);950;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





"; Маркеры опухолевого роста;
