ID;Дата создания;Заголовок;Анонс;Текст;Дата;Источник
7104;;Изменился режим работы в субботу!;С большой радостью сообщаем Вам что теперь наша клиника работает по субботам как и в будние дни - с 08.00 до 20.00.;"Уважаемые пациенты!  С большой радостью сообщаем Вам что теперь наша клиника работает по субботам как и в будние дни - с 08.00 до 20.00.&nbsp; В субботу Вы можете получить консультацию специалистов, сделать УЗИ, а также сдать все анализы. Просим обратить внимание, что анализы в субботу принимаются с 08.00 до 10.00 утра.";20.02.2012;
6729;;Уважаемые жители г.Стерлитамак! ;"Для Вашего удобства, с 01 февраля 2012 года в Медицинском центре НОРИС проводятся консультации врача репродуктолога с последующим направлением на ЭКО, ИКСИ в клинику ""Здоровье женщины"" в г.Уфа.";"Для Вашего удобства, с 01 февраля 2012 года в Медицинском центре НОРИС проводятся консультации врача репродуктолога с последующим направлением на ЭКО, ИКСИ в клинику ""Здоровье женщины"" в г.Уфа. По итогам 2011 года результативность проведения программ ЭКО в клинике ""Здоровье женщины"" составила 57,8%. При этом стоимость проведения ЭКО в клинике ""Здоровье женщины"" составляет 42100 руб. (без учета стоимости препаратов), ИКСИ - 18500 руб. Запись на приём в МЦ НОРИС по тел. (3473) 24 31 43, 8963-90-92-509";31.01.2012;
6556;;Выездная консультация;31 января 2012 г., в центральной поликлинике Уфимского района (ул.Цюрупы, 55/1) будет проводится БЕСПЛАТНАЯ консультация врача репродуктолога Лозовой Елены Валентиновны;Уважаемые пациенты!  31 января 2012 г., в центральной поликлинике Уфимского района (ул.Цюрупы, 55/1) будет проводится БЕСПЛАТНАЯ консультация врача репродуктолога Лозовой Елены Валентиновны. За дополнительной информацией обращайтесь к своим лечащим врачам гинекологам в Уфимском районе.   С уважением, администрация клиники;24.01.2012;
6353;;"Конкурс ""Женщина года""";"Парфюмерная Компания ""Иль де Ботэ"" проводит конкурс ""Женщина года"".";"Уважаемые пациенты клиники!  Парфюмерная Компания ""Иль де Ботэ"" проводит конкурс ""Женщина года"". Директор нашей клиники Эльза Ахметовна Фазлыева принимает участие в этом конкурсе. Просим Вас пройти по ссылке http://www.etoya.ru/woman_of_the_year/voting/medicine и проголосовать за Эльзу Ахметовну!";16.01.2012;
6105;;Мы подвели итоги 2011 года!;Смотрите Видеосюжет 14.01.12 на канале Россия1.;Смотрите Видеосюжет 14.01.12 на канале Россия1.  ;30.12.2011;
5969;;Внимание! Акция;По Вашим многочисленным просьбам мы продлеваем акцию по проведению лечебно-диагностической гистероскопии+анестезия=6500 руб. до 10 января 2012 года;Уважаемые пациенты!  По Вашим многочисленным просьбам мы продлеваем акцию по проведению лечебно-диагностической гистероскопии+анестезия=6500 руб. до 10 января 2012 года. Напинаем, что этот вид обследования проводится на 7-11 день м.ц.;21.12.2011;
5898;;"Акция ""ЭКО бесплатно"" завершена";"Сегодня, 16.12.2011 завершился очередной этап акции ""ЭКО бесплатно""";"Уважаемые пациенты! Сегодня, 16.12.2011 завершился очередной этап акции ""ЭКО бесплатно"".  Счастливый билет вытянула Кондратюк Екатерина, жительница г.Уфы. От лица  всего коллектива клиники поздравляем Екатерину и желаем ей скорейшего  пополнения семейства!";16.12.2011;
5866;;Прием Фазлыевой Эльзы Ахметовны;;Уважаемые пациенты!  Эльза Ахметовна Фазлыева, врач репродуктолог, продолжает вести приём  пациентов в соответствии с расписанием. Большая просьба, в связи с  приближением новогодних каникул, записываться на приём заранее. С уважением, администрация клиники.;15.12.2011;
5851;;График работы клиники на 1-10 января 2012;;"Уважаемые пациенты!  В дни новогодних каникул мы ждем Вас&nbsp;  3, 4, 5, 6, 9 января с 9.00 до 16.00. Пожалуйста, записывайтесь на приём и процедуры заранее. С уважением, администрация клиники";14.12.2011;
5847;;23 декабря изменяется график работы клиники;;Уважаемые пациенты! Сообщаем Вам, что 23 декабря (пятница) клиника будет работать с 8.00 до 13.00. Просим Вас заранее спланировать визиты к врачам и записаться в удобное для Вас время.  С уважением, администрация клиники.;14.12.2011;
5832;;"Финал акции ""Эко бесплатно""";"Финал акции ""ЭКО бесплатно"" состоится 16 декабря";"Уважаемые пациенты! Финал акции ""ЭКО бесплатно"" состоится 16 декабря, в пятницу, в 14.00 на втором этаже клиники. Ваше присутствие обязательно!  Ждем Вас!";13.12.2011;
5824;;"Семинар ""Японская технология витрификации яйцеклеток и эмбрионов""";Уважаемые пациенты клиники!;"Уважаемые пациенты клиники!Рады сообщить Вам, что наш эмбриолог Исламгулов Денис Владимирович 9-10  декабря 2011г. посетил практический семинар ""Японская технология  витрификации яйцеклеток и эмбрионов"" с участием изобретателя метода  профессора Куваямы. Программа семинара включала презентацию нового  метода витрификации на криотопах, практическое занятие по витрификации и  последующей разморозки ооцитов, эмбрионов. Метод витрификации на криотопах - уникальный метод, позволяющий добиться  практически 100% выживаемости человеческих ооцитов и эмбрионов после  витрификации (замораживания) в жидком азоте.  &nbsp;&nbsp; ";12.12.2011;
5821;;Новогодние подарки начинаются!;Уважаемые жители города!;"  Уважаемые жители города! Сегодня, 12.12.2011, стартует совместная с аптечной сетью Фармленд и  компанией Mustela акция: при покупке любого косметического средства  компании Mustela в аптечной сети Фармленд на сумму от 1000 руб. Вас  будет ожидать приятный сюрприз - купон-визитка, предосталяющий скидку  10% на программу ""Женское здоровье"" в клинике ""Здоровье женщины"".Программа ""Женское здоровье"" включает в себя: консультацию гинеколога  со взятием мазков и кольпоскопией, УЗИ малого таза, УЗИ молочных желез. Ищите в аптеках Фармленд листовки с анонсом акции, покупайте продукцию  компании Mustela и спрашивайте у сотрудников аптек купон-визитку от  клиники ""Здоровье женщины"".Адреса аптек сети Фармленд: апт. 28 -ул. Космонавтов 22, тел. 264-04-45 (ост. Дв. Орджоникидзе)  апт. 45 - пр. Октября 134/1, тел. 233-14-78 (ост. ТЦ Юрюзань)  апт. 85 &ndash; пр. Октября 68/1, тел. 237-28-28 (ост. Юношеская библиотека)  апт. 86 &ndash; ул. Батырская 6, тел. 255-88-44 (ост. Институт Проф.заболеваний)  апт.100 &ndash; ул. Транспортная 46, тел. 239-73-83 (ост. Военкомат)  апт. 103 &ndash; ул. А.Королева 2. тел. 244-34-62 (ост. Парк озера Кашкадан)  апт. 107 &ndash; пр. Октября 112/1, тел. 244-71-67 (ост. Горсовет)  апт. 111 &ndash; ул. Цюрупы, д.79, сек.Б, тел. 276-44-76 (ост. Трансагентство)  а/п 125 - ул. Мубарякова, д.10/1, тел. 254-23-84  а/п 126 &ndash; Пр. Октября, д.122, тел. 235-97-00  а/п 150 &ndash; ул. Буревестника 12, тел. 264-70-17, 290-36-06  апт. 175 &ndash; ул. С.Перовской 52/2, тел. 289-43-85  апт. 184 &ndash; ул. 50 лет СССР 50, тел. 248-81-74  апт. 210 - ул. Правды 2, тел. 281-01-44  апт. 217 - Пр. Октября 133, тел. 284-20-41  апт. 223 - Пр. Октября 56, литер А, тел. 248-33-13  апт. 224 - ул. Первомайская 23, тел. 240-07-22  апт. 229 - ул. Айская 72 А, тел. 292-99-65Сохраним молодость и здоровье вместе!";12.12.2011;
5775;;Лечебно-диагностическая гистероскопия;Уважаемые пациенты!;Уважаемые пациенты!  Рады Вам сообщить, что в декабре этого года в нашей клинике можно пройти  лечебно-диагностическую гистеросокопию. Стоимость процедуры - 6500 руб.  (включая анестезию).  Запись по телефону 8(347)248 13 54;08.12.2011;
5774;;Бесплатное узи мошонки, при прохождении Ультразвукового исследования ТРУЗИ  ;Дорогие мужчины!;Дорогие мужчины! В нашей клинике в декабре при прохождении Ультразвукового исследования  ТРУЗИ - узи мошонки бесплатно. Стоимость УЗИ ТРУЗИ (+УЗИ мошонки) - 600  руб. Запись по телефону 8(347)248 13 54;08.12.2011;
5757;;Расширение видов Ультразвукового Исследования;Уважаемые жители города! Рады Вам сообщить, что в нашей клинике расширился перечень видов;Уважаемые жители города! Рады Вам сообщить, что в нашей клинике расширился перечень видов Ультразвукового Исследования (УЗИ). Теперь в нашей клинике мужчины смогут пройти обследование предстательной железы и мошонки. Записывайтесь заранее! Телефон для записи в правом верхнем углу страницы.;06.12.2011;
5626;;Подарки будущим мамочкам!;При прохождении УЗИ всем беременным - подарок!;"Дорогие будущие мамы!  В нашей клинике, при прохождении УЗИ 3D/4D на любом сроке беременности - подарок от нашего партнера компании ""Mustela"".";25.11.2011;
5371;;"Эльза Ахметовна выиграла конкурс ""Женщина-директор"" 2011 года";"Директор клиники ""Здоровье женщины"" успешно прошла Региональный этап Всероссийского конкурса ""Женщина-директор года""";"Уважаемые пациенты и гости нашего сайта!  С превеликим удовольствием сообщаем Вам, что Эльза Ахметовна Фазлыева, директор клиники ""Здоровье женщины"" успешно прошла Региональный этап Всероссийского конкурса ""Женщина-директор года"", получила диплом в номинации ""Меценат года"". Эта номинация присуждается руководителям предприятий, активно участвующих в решении социальных вопросов.  Как Вы знаете, в нашей клинике регулярно проводится акция ""ЭКО бесплатно"". И сегодня уже пять семей получили возможность значительно сократить расходы на проведение ЭКО, из них три семьи уже радуются детскому смеху, и две семьи - в ожидании прибавления семейства.  Теперь Эльзе Ахметовне предстоит участие в финале Всероссийского конкурса в г.Москва.  &nbsp;  ";;
5225;;Новости от эмбриологов клиники;В нашей клинике для отбора «лучшего» сперматозоида в цикле ЭКО применяется метод PICSI.;Уважаемые пациенты!  В нашей клинике для отбора «лучшего» сперматозоида в цикле ЭКО применяется метод PICSI - это оценка сперматозоидов, основанная на селекции сперматозоидов по степени связывания с гиалуроновой кислотой.  Полная информация об этом методе размещена здесь.;;
5118;;Еще одна акция в честь Дня Матери.;В честь этого замечательного праздника 12, 19, 26 ноября в нашей клинике будет проводиться приём врача акушера-гинеколога БЕСПЛАТНО;Дорогие дамы!  В ноябре весь мир отмечает День Матери.В честь этого замечательного праздника 12, 19, 26 ноября в нашей клинике будет проводиться приём врача акушера-гинеколога БЕСПЛАТНО*.Запись по телефону +7 (347) 248 13 54. Ждём Вас!  *Бесплатный приём включает: консультацию врача, осмотр на кресле с одноразовым инструментом.;26.10.2011;
5117;;Работа клиники в праздничные дни;В праздничные дни наша клиника будет работать 4,5,7 ноября.;Уважаемые пациенты!  В праздничные дни наша клиника будет работать 4,5,7 ноября.Приём будут вести врачи - репродуктолог, акушер-гинеколог. А также можно в эти дни пройти УЗИ. Ждем Вас! Записывайтесь заранее по телефону: +7 (347) 248 13 54;26.10.2011;
5035;;"Осенняя акция ""ЭКО бесплатно""";"Традиционная акция от клиники ""Здоровье женщины"" стартует 17 октября";"Внимание!  Осенняя акция ""ЭКО бесплатно"" от клиники ""Здоровье женщины"" начинается 17.10.2011 и продлится до 16.12.2011. Ознакомьтесь с подробными правилами участия в акции.";17.10.2011;
4911;;Акция в честь Дня Матери.;"Весь ноябрь 2011 года при заключении договора на программу ""Наблюдение беременности 1-й триместр"" - скидка10%. ";"Дорогие будущие мамы!  В честь Дня матери, который отмечается 27  ноября, в нашей клинике весь ноябрь 2011 при заключении договора на  программу ""Наблюдение беременности 1-й триместр"" -&nbsp;СКИДКА 10%.  В программу входят все плановые мероприятия, утвержденные приказом Минздрава РФ.  Обменная карта выдается.";12.10.2011;
4836;;"Наша клиника принимала участие в выставке ""Медицина 2011""";"Выставка проходила в рамках специального проекта ""Частные клиники города""";"&nbsp;    Клиника ""Здоровье женщины"" принимала участие в выставке ""Медицина 2011"",  проходившей  4-6 октября  в рамках специального проекта ""Частные  клиники города"".  Во время своего визита министр здравоохранения Республики Башкортостан  Г.А.Шебаев отметил острую необходимость в оказании медицинских услуг населению республики по лечению бесплодия и гинекологических заболеваний. Министр также высказал пожелание дальнейшего развития высокорепродуктивных технологий.";06.10.2011;
4811;;Внимание! Подарки;В течение октября всем, кто встанет на учет на ведение беременности подарки от компании Mustela;"&nbsp;  Дорогие будущие мамы!Наш партер, компания  Mustela, в течение октября месяца, делает подарки всем, кто встанет на учет на ведение беременности на любом сроке.  &nbsp;  &nbsp;  &nbsp;";05.10.2011;
4809;;"Акция по программе ""Наблюдение беременности""";"В течение октября, ноября и декабря 2011 года, при заключении договора по программе ""Наблюдение беременности"" II-го и III-го триместров - скидка 8%.";"Дорогие будущие мамы! Ко Дню матери, в течение октября, ноября и декабря месяца 2011 года, при заключении договора по программе ""Наблюдение беременности"" II-го и III-го триместров - скидка 8%.&nbsp;Напоминаем, программа ""Наблюдение беременности"" включает в себя все плановые мероприятия согласно приказу Минздрава РФ, общение с вашим лечащим врачом по всем интересующим Вас вопросам, и, конечно, приятную атмосферу и отсутствие очередей.";05.10.2011;
4331;;"Итоги очередной акции ""ЭКО бесплатно""";"26.08.2011 подведены итоги очередной акции ""ЭКО бесплатно"",  Ф.И.О. победителя - Хабибуллина Эльвира Анваровна.";"26.08.2011 подведены итоги очередной акции ""ЭКО бесплатно"". Ф.И.О. победителя - Хабибуллина Эльвира Анваровна.Центр медицинских технологий с 2010 года проводит мероприятия, направленные на решение насущной социальной проблемы в обществе &ndash; снижение рождаемости. Сегодня, по статистике ВОЗ каждая пятая семейная пара испытывает трудности с зачатием. Решить эту проблему возможно с помощью Вспомогательных Репродуктивных Технологий, а именно применения экстракорпорального оплодотворения. В народе этот метод получил название &laquo;дети из пробирки&raquo;. ЭКО &ndash; дорогостоящая процедура. Не секрет, что далеко не каждая семейная пара располагает необходимой суммой для лечения бесплодия методом ЭКО. И государственных квот на всех не хватает. Поэтому врачи-репродуктологи Центра медицинских Технологий каждый квартал проводят акцию под названием &laquo;ЭКО бесплатно&raquo;. Участие в акции гарантирует одной семейной паре проведение экстракорпорального оплодотворения бесплатно. С начала проведения акции уже пятая семья получила возможность значительно сократить расходы на лечение бесплодия, и три из них скоро дождутся пополнения семейства. По словам главного врача Центра Фазлыевой Эльзы Ахметовны, данная акция имеет далеко не коммерческий смысл, а социальный. Цель данной акции &ndash; показать людям, что бесплодие &ndash; не приговор. Сегодня существует множество способов по лечению женского и мужского бесплодия. Главное &ndash; позитивный настрой, твердое желание супругов достигнуть положительного результата, а значит &ndash; настроиться на рождение здорового и счастливого ребенка и полноправного члена общества!";29.08.2011;
3842;;"ВНИМАНИЕ! Летняя акция ""ЭКО бесплатно""!"; Акция стартует 11.07.2011г., финал  26.08.2011г.;АКЦИЯ: ЭКО бесплатно    -необходимо пройти первичную консультацию врача-репродуктолога в срок с 01.07.2011 до 26.08.2011 г.  -провести диагнгостику состояния здоровья супругов на сумму 5000 руб. и более в срок до 26.08.2011 г.  -получить купон с индивидуальным номером  -присутствовать на розыгрыше купонов в клинике 26.08.2011 г.  -быть готовым пройти ЭКО в срок до 1 октября 2011 г.  ;04.07.2011;
3841;;"Конкурс ""Умелые ручки"" завершился!";"Поздравляем Ирину Печеницыну, которая выиграла конкурс ""Умелые ручки"" и получила сертификат нашей клиники на сумму 3000 руб.";"Поздравляем Ирину Печеницыну, которая выиграла конкурс ""Умелые ручки"" и получила сертификат нашей клиники на сумму 3000 руб. Желаем Ирине дальнейших творческих побед. Ознакомиться с работами Ирины можно на сайте http://www.budumamoy.info";01.06.2011;
3840;;Дополнительное образование врачей-репродуктологов;;" Наш врач-репродуктолог Марина Петровна Миронова посетила ГУЗ ""Президентский перинатальный центр"" Миздравсоцразвития Чувашии в городе Чебоксары, где прошла сертификационный цикл усовершенствования врачей по программе ""Акушерство и гинекология (репродуктивная медицина и хирургия с курсом эндоскопии)"" силами сотрудников кафедры репродуктивной медицины и хирургии ГОУ ВПО ""Московский государственный медико-стоматологический университет Росздрава"" г.Москва.  ";18.04.2011;
3839;;Аист летит еще в одну семью! ;;"Коллектив нашей клиники поздравляет семейную пару, которая выиграла сертификат на 42100 руб. по акции ""ЭКО бесплатно"" в феврале этого года.   У них скоро будет ребенок!!!     ";20.04.2011;
3838;;"Поездка на международный конгресс IVI в Испанию
		";;"  В начале апреля наш врач-эмбриолог Гульназ Габдулахатовна Фасхутдинова посетила 4-й международный конгресс IVI в г.Валенсия (Испания). На конгрессе обсуждались следующие вопросы:&nbsp;      современные методы ВРТ у пациентов старшей возрастной категории;&nbsp;&nbsp;    роль эндометрия - как фактор фертильности;    проблемы невынашивания;    новые методы селекции наиболее компетентных гамет при ВРТ.&nbsp;";15.04.2011;
3837;;"Конкурс! Конкурс!  У вас умелые ручки? 
		";;"Уважаемые дамы!  Клиника «Здоровье женщины» совместно с клубом «Буду мамой»&nbsp;проводит своместный&nbsp;конкурс. Главный приз - денежный сертификат на сумму 3000 рублей, которым можно воспользоваться в нашей клинике.  Чтобы принять участие в данном «состязании», необходимо предоставить фотографии работ, выполненных своими руками, а именно, вышивки, картины, поделки из природных материалов, работы из бисера, батик, войлок и т. д.   Фотографии с заявками оргкомитет конкурса принимает до 15 апреля 2011 года. Победители будут определены в результате открытого голосования на сайте клуба «Буду мамой», которое начинается 16 апреля. Подробности здесь : www.budumamoy.info  Желаем удачи! ";22.03.2011;
3836;;"Весенняя акция ""ЭКО бесплатно"" завершена! 
		
		
		";;"Дорогие дамы!  Завершилась весенняя акция ""ЭКО бесплатно"". Обладательницей сертификата на 42100 руб. стала Сабурова Регина. От всей души подздравляем и желаем скорейшего пополнения семейства!   &nbsp;";16.05.2011;
3835;;"Итоги акции ""ЭКО бесплатно""
		
		
		";;"  Сегодня, 15.02.10 в 13.45 в помещении клиники в рамках акции ""ЭКО бесплатно"" состоялся очередной розыгрыш сертификата на получение услуг клиники. За период с 16.10.2010 года по 14.02.2011 года было выдано 55 купонов, личное участие в розыгрыше приняло 38 человек, присутствовали представители прессы, врачи и административный персонал клиники. Счастливым оказался купон под №91. Обладателями сертификата на сумму 42100 рублей стала уфимская семья К-ых. Пара, в силу специфики вопроса, отказалась от публичного оглашения и фотокамер журналистов. ";15.02.2011;
3834;;Весенняя акция!;;"Дорогие дамы!
В связи с приближением весенних праздников в нашей клинике проводится акция
""Приведи подругу-получи скидку 15% каждому""
Мы ждем Вас и Ваших подруг, приятельниц, соседей
Торопитесь, акция&nbsp;идет до 31 марта&nbsp;Правила проведения акции  ""Приведи подругу - получи скидку 15% каждому""   1.Перечень лиц, имеющих право получить купон со скидкой 15%      постоянный клиент клиники, по рекомендации которого новый посетитель воспользовался услугами клиники;    новый клиент клиники, пришедший по рекомендации, при условии заполнения заполнения анкеты клиента;   2.Количество купонов, выданных одному клиенту не ограничено  3.Скидкой по купону можно воспользоваться при единоразовой оплате одной услуги в соответствии с перечнем услуг, участвующих в акции (п.7)  4.При наличии в чеке клиента нескольких услуг, участвующих в акции - скидка предоставляется на услугу по выбору клиента  5.При оплате одной услуги можно воспользоваться одним купоном, скидки по купонам не суммируются  6.Срок проведения с 01.02.2011 по 31.03.2011  7.Перечень услуг, участвующих в акции      Первичная консультация специалиста    Повторная консультация специалиста    Консультация со взятием мазков (без кольпоскопии)    Консультация гинеколога со взятием мазков и кольпоскопией    Комплексный гинекологический прием (консультация гинеколога со взятием мазков, кольпоскопией и УЗИ ТВД)    Консультация по планированию беременности    Консультация по вопросам гинекологической эндокринологии     Кольпоскопия    Ультразвуковое исследование    Услуги процедурного кабинета            ";02.02.2011;
3833;;"Клиника ""Здоровье женщины"" поздравляет Вас с наступающим Новым годом !
		";; ;29.12.2010;
3832;;"В клинике внедрен новый метод исследования
		
		";;"С сегодняшнего дня в лаборатории клиники ""Здоровье женщины"" можно провести исследование фрагментации ДНК сперматозоидов. Стоимость исследования составляет 6 000 рублей. Подробнее&gt;&gt;";20.12.2010;
3831;;В нашей клинике побывали гости из Японии						;;"   9 декабря 2010 года клинику посетила делегация бизнесменов во главе с Тамурой Фумихико, вице-президентом крупной японской аукционной компании. Делегация приехала в Уфу по приглашению общественной организации ""Опора России"" с целью налаживания и развития деловых отношений с  предприятиями среднего и малого бизнеса Республики Башкоротостан. Гости побывали в операционном блоке, эмбриологической лаборатории, приемных кабинетах клиники и проявили живой интерес к профилю нашей работы. Перед делегацией выступили главный врач Фазлыева Эльза Ахметовна и заведующая гинекологическим отделением Аминова Лиана Назимовна, которые рассказали о применяемых новейших медицинских технологиях и достижениях в диагностике и лечении гинекологических заболеваний и бесплодия. Затем за чаем состоялась беседа об инвестиционных планах клиники и возможных путях сотрудничества с японскими коллегами, в частности, была достигнута договоренность о приезде в Уфу в апреле будущего года медицинской делегации во главе с видным врачом акушером-гинекологом из Японии.             ";10.12.2010;
3830;;"С 1 декабря снова действует акция ""ЭКО бесплатно"" подробнее";;  ;01.12.2010;
3829;;График работы клиники в новогодние каникулы;;"1, 2, 3, 7&nbsp;января 2011 года - выходные дни, 4, 5, 6, 8&nbsp;- рабочие дни по расписанию  &nbsp;";25.11.2010;
3828;;Поздравление;;   13 ноября 2010 года  Сегодня наша старшая акушерка –   Хисамиева Лилия Вакиловна –   стала трижды мамой!!!   От всей души поздравляем ее   и желаем всем нашим пациенткам   таких же плодотворных успехов!       ;13.11.2010;
3827;;График работы клиники в праздничные и выходные дни в ноябре 2010 года.;;"4 ноября - выходной день;  5, 6 ноября - рабочие дни по графику субботы;  13 ноября- полный рабочий день;  16 ноября - выходной день.";28.10.2010;
3826;;"Итоги лотереи ""ЭКО бесплатно"" 
		
		";;"  Сегодня, 15.10.10 в 13.45 в помещении клиники в рамках акции ""ЭКО бесплатно"" состоялся розыгрыш сертификата на получение услуг клиники. За период с 01.09.2010 года по 14.10.2010 года было выдано 50 купонов, личное участие в розыгрыше приняло 29 человек, присутствовали представители прессы, врачи и административный персонал клиники. Счастливым оказался купон под №25, обладателям которого - семье Мухаметшиных из Уфы,- был торжественно вручен сертификат на сумму 42100 рублей. ";15.10.2010;
3825;;"15 октября 2010 года будет проводиться розыгрыш и награждение победителей по акции ""ЭКО БЕСПЛАТНО""";;Уважаемые дамы и господа!  15 октября 2010 года мы узнаем имена победителей акции «ЭКО БЕСПЛАТНО», проводимой Клиникой с 01.09.10 по 15.10.10 года  Всех, желающих принять участие в розыгрыше и награждении победителей, приглашаем в администрацию клиники (на 2-й этаж) 15 октября 2010 в 13.45.   Главный приз для одной пары победителей – сертификат на услуги Клиники на сумму 42100 рублей.     Администрация       ;12.10.2010;
3824;;Конференция;;"5 октября 2010 года заведующая гинекологическим отделением клиники ""Здоровье женщины"" Аминова Лиана Назимовна выступила с докладом ""Малоинвазивные сочетанные операции на органах малого таза"" на конференции, проводимой в ДК ""Нефтяник"".";07.10.2010;
3823;;"С 1 сентября стартует акция ""ЭКО бесплатно"" ";;"ПРАВИЛА АКЦИИ «ЭКО Бесплатно»  1. ОБЩИЕ ПОЛОЖЕНИЯ  1.1. Наименование лотереи – «ЭКО Бесплатно»  1.2. Срок проведения лотереи – c 1 сентября по 15 октября 2010 г.  1.3. Способ проведения лотереи и подарочный фонд:   • Гарантированная привилегия  для участников, пришедших на первичную консультацию по бесплодию в срок с 1 сентября по 1 октября 2010 г. – скидка 50 % на первую консультацию репродуктолога  • Главный приз для одной пары победителей – сертификат на сумму 42100 рублей  Описание главного приза:  сертификат на сумму 42100 рублей может быть использован для оплаты следующих услуг клиники «Здоровье женщины» в период до 1 сентября  2011 года:  программа ЭКО (без медикаментов), наблюдение беременности, прием специалистов, УЗИ  • Розыгрыш осуществляется 15 октября 2010 года на территории клиники   1.4. Территория проведения лотереи – г.Уфа и РБ  1.5. Круг участников лотереи:  В Акции могут принимать участие семейные пары, достигшие возраста 18 лет, граждане Российской Федерации, постоянно проживающие на территории Российской Федерации  2. ОРГАНИЗАТОР ЛОТЕРЕИ  Клиника «Здоровье женщины» ООО «Центр медицинских технологий»  3. ПРАВИЛА УЧАСТИЯ В ЛОТЕРЕЕ   Для того, чтобы стать участником лотереи, необходимо соответствовать требованиям, установленным в п. 1.5. настоящих Правил, а также: -пройти первичную консультацию по бесплодию в срок с 1 сентября по 1 октября 2010 года в клинике ""Здоровье женщины""-пройти обследование в клинике ""Здоровье женщины"" в срок до 10 октября 2010 г. на сумму не менее 5000 руб.  4. РОЗЫГРЫШ ГЛАВНОГО ПРИЗА  По итогам акции среди участников, соответствующих требованиям Организатора лотереи, проводится розыгрыш главного приза. В случае выигрыша, победитель может воспользоваться сертификатом на сумму 42100 рублей на оплату услуг клиники.  5. ДОПОЛНИТЕЛЬНЫЕ УСЛОВИЯ  5.1. Денежный эквивалент приза не выдается  5.2. Сертификат является именным и не может быть передан другому лицу  5.3. Все налоги, сборы и платежи, установленные действующим за­конодательством РФ в связи с получением приза,  оплачиваются Победителем сам<";31.08.2010;
3822;;С 1 сентября устанавливаются новые цены на медицинские услуги (прайс-лист) ;;      ;29.08.2010;
3821;;День открытых дверей! ;;"27&nbsp;августа 2010 года в г.&nbsp;Нефтекамске&nbsp;в помещении&nbsp;Женской консультации&nbsp;состоится День открытых дверей клиники «Здоровье женщины» (г.Уфа) по вопросам&nbsp;лечения бесплодия&nbsp;и гинекологических заболеваний. &nbsp;  Прием будет вести главный врач клиники ""Здоровье женщины"" Фазлыева Эльза Ахметовна    ";28.07.2010;
